CustomerID,CustomerName,CustomerType,Industry,Country,Region,City,StateProvince,PostalCode,SignupDate,CustomerSegment
C00256,Bluewave Holdings,B2B,Government,Singapore,Asia Pacific,Singapore,,81175,2023-06-27,Mid-Market
C00257,Metro Holdings,B2B,Education,Japan,Asia Pacific,Tokyo,,72000,2024-11-15,Enterprise
C00258,Sofia Garcia,B2C,Consumer,United States,North America,Atlanta,OH,74922,2023-10-28,Small Business
C00259,Patricia Williams,B2C,Consumer,Mexico,North America,Mexico City,,51948,2024-02-17,Consumer
C00260,John Harris,B2C,Consumer,Spain,Europe,Madrid,,23312,2024-12-01,Consumer
C00261,Metro Enterprises,B2B,Education,Mexico,North America,Monterrey,,21140,2025-06-03,Mid-Market
C00262,Ironclad Logistics,B2B,Energy,Japan,Asia Pacific,Tokyo,,20838,2025-09-30,Mid-Market
C00263,Horizon Logistics,B2B,Government,Mexico,North America,Guadalajara,,18657,2023-09-11,Small Business
C00264,Sterling Depot,B2B,Government,Canada,North America,Toronto,,53019,2025-01-06,Small Business
C00265,Vertex Import Export,B2B,Energy,Chile,Latin America,Santiago,,66246,2024-02-04,Enterprise
C00266,Apex Networks,B2B,Healthcare,Mexico,North America,Guadalajara,,17248,2025-12-22,Enterprise
C00267,Granite Holdings,B2B,Hospitality,United States,North America,Phoenix,AZ,53788,2023-08-02,Enterprise
C00268,Apex Ventures,B2B,Education,United States,North America,Newark,WA,58335,2023-04-14,Enterprise
C00269,Valentina Kobayashi,B2C,Consumer,United States,North America,Phoenix,GA,,2025-07-18,Consumer
C00270,Bluewave Logistics,B2B,Government,United States,North America,Chicago,OH,,2024-01-21,Small Business
C00271,Sarah Perez,B2C,Consumer,Mexico,North America,Monterrey,,35252,2025-06-15,Small Business
C00272,Robert Schmidt,B2C,Consumer,Mexico,North America,Monterrey,,22510,2023-07-26,Consumer
C00273,Sterling Commerce,B2B,Technology,Mexico,North America,Guadalajara,,,2024-06-13,Mid-Market
C00274,Summit Retail Group,B2B,Manufacturing,Netherlands,Europe,Rotterdam,,35637,2023-09-22,Small Business
C00275,Daniel Ibrahim,B2C,Consumer,Singapore,Asia Pacific,Singapore,,21882,2024-09-09,Consumer
C00276,Beacon Holdings,B2B,Pharmaceuticals,Germany,Europe,Munich,,52531,2023-11-27,Small Business
C00277,Zenith Wholesale,B2B,Telecommunications,Canada,North America,Vancouver,,82884,2023-02-10,Small Business
C00278,Beacon Retail Group,B2B,Manufacturing,United Kingdom,Europe,London,,16459,2023-11-23,Small Business
C00279,Frontier Enterprises,B2B,Consumer Goods,Colombia,Latin America,Bogota,,94444,2025-04-16,Small Business
C00280,Granite Traders,B2B,Telecommunications,Colombia,Latin America,Bogota,,83782,2024-08-31,Small Business
C00281,Zenith Trading Co.,B2B,Government,Canada,North America,Vancouver,,19226,2024-12-29,Enterprise
C00282,Metro Retail Group,B2B,Government,United States,North America,Chicago,GA,18115,2023-02-11,Mid-Market
C00283,Silverline Partners,B2B,Food & Beverage,Canada,North America,Vancouver,,96965,2023-01-12,Mid-Market
C00284,Vertex Retail Group,B2B,Healthcare,Mexico,North America,Mexico City,,88348,2025-10-29,Mid-Market
C00285,Silverline Merchants,B2B,Retail,Spain,Europe,Madrid,,63965,2024-05-31,Enterprise
C00286,Sofia Sharma,B2C,Consumer,Germany,Europe,Munich,,36270,2024-04-23,Consumer
C00287,Summit Logistics,B2B,Energy,United States,North America,Columbus,WA,81769,2023-12-08,Enterprise
C00288,Pioneer Networks,B2B,Agriculture,Germany,Europe,Munich,,62122,2024-03-21,Small Business
C00289,Zenith Traders,B2B,Retail,United Kingdom,Europe,London,,43001,2024-05-08,Mid-Market
C00290,Liam Moore,B2C,Consumer,Canada,North America,Vancouver,,,2023-07-25,Consumer
C00291,Redwood Partners,B2B,Automotive,Japan,Asia Pacific,Tokyo,,89425,2025-01-06,Small Business
C00292,Coastal Partners,B2B,Manufacturing,Mexico,North America,Monterrey,,39604,2023-01-26,Enterprise
C00293,Union Merchants,B2B,Food & Beverage,Argentina,Latin America,Buenos Aires,,70025,2023-07-10,Small Business
C00294,Ironclad Ventures,B2B,Manufacturing,United States,North America,Atlanta,AZ,39624,2023-12-11,Mid-Market
C00295,Horizon Retail Group,B2B,Agriculture,Argentina,Latin America,Buenos Aires,,86963,2025-08-09,Enterprise
C00296,Meridian Commerce,B2B,Retail,Argentina,Latin America,Buenos Aires,,50942,2024-07-30,Small Business
C00297,Mei Ali,B2C,Consumer,United Arab Emirates,Middle East & Africa,Dubai,,28240,2024-07-21,Consumer
C00298,Carlos Clark,B2C,Consumer,Vietnam,Asia Pacific,Hanoi,,22445,2025-08-21,Consumer
C00299,Apex Systems,B2B,Pharmaceuticals,China,Asia Pacific,Ningbo,,16889,2025-10-12,Enterprise
C00300,Ironclad Logistics,B2B,Food & Beverage,Singapore,Asia Pacific,Singapore,,14490,2025-07-03,Mid-Market
C00301,Skyline Supply Co.,B2B,Construction,Vietnam,Asia Pacific,Hanoi,,19072,2025-03-03,Mid-Market
C00302,Beacon Logistics,B2B,Food & Beverage,Mexico,North America,Monterrey,,15764,2023-11-25,Mid-Market
C00303,John Taylor,B2C,Consumer,Poland,Europe,Gdansk,,19875,2025-08-01,Consumer
C00304,Horizon Traders,B2B,Manufacturing,France,Europe,Lyon,,93185,2025-01-28,Small Business
C00305,Beacon Merchants,B2B,Consumer Goods,Chile,Latin America,Santiago,,16835,2025-03-30,Mid-Market
C00306,Atlas Retail Group,B2B,Education,Spain,Europe,Madrid,,14235,2024-10-15,Mid-Market
C00307,Betty Rodriguez,B2C,Consumer,Germany,Europe,Munich,,33673,2024-01-04,Consumer
C00308,Skyline Networks,B2B,Education,China,Asia Pacific,Ningbo,,13158,2023-02-02,Enterprise
C00309,Susan Khan,B2C,Consumer,Canada,North America,Montreal,,81265,2023-03-28,Small Business
C00310,Coastal Holdings,B2B,Telecommunications,Canada,North America,Montreal,,45035,2025-04-03,Small Business
C00311,Nancy Bernard,B2C,Consumer,United Kingdom,Europe,Manchester,,52130,2024-04-26,Consumer
C00312,Beacon Networks,B2B,Pharmaceuticals,France,Europe,Lyon,,93888,2023-07-09,Small Business
C00313,Summit Networks,B2B,Agriculture,United States,North America,Atlanta,AZ,29680,2024-09-09,Small Business
C00314,Harbor Wholesale,B2B,Hospitality,United Kingdom,Europe,Birmingham,,57643,2024-10-06,Enterprise
C00315,Elizabeth Wilson,B2C,Consumer,Netherlands,Europe,Rotterdam,,47458,2025-02-24,Consumer
C00316,Nova Supply Co.,B2B,Retail,Mexico,North America,Guadalajara,,74635,2025-11-27,Small Business
C00317,Pierre Silva,B2C,Consumer,Poland,Europe,Warsaw,,96315,2024-07-22,Consumer
C00318,Rahul Ali,B2C,Consumer,India,Asia Pacific,Chennai,,64848,2025-10-01,Consumer
C00319,Carlos Kumar,B2C,Consumer,United States,North America,Newark,WA,19868,2025-07-11,Consumer
C00320,Nova Merchants,B2B,Healthcare,Saudi Arabia,Middle East & Africa,Jeddah,,53594,2025-11-26,Small Business
C00321,Global Enterprises,B2B,Government,Colombia,Latin America,Bogota,,74119,2025-02-11,Small Business
C00322,Horizon Industries,B2B,Agriculture,Netherlands,Europe,Amsterdam,,89729,2024-08-15,Mid-Market
C00323,Nova Wholesale,B2B,Consumer Goods,United States,North America,Dallas,FL,51355,2025-12-29,Enterprise
C00324,Horizon Partners,B2B,Hospitality,Netherlands,Europe,Amsterdam,,58242,2023-11-17,Small Business
C00325,Harbor Partners,B2B,Telecommunications,Colombia,Latin America,Medellin,,91404,2023-03-25,Mid-Market
C00326,Ava Park,B2C,Consumer,China,Asia Pacific,Ningbo,,85347,2024-09-11,Consumer
C00327,Pioneer Industries,B2B,Agriculture,China,Asia Pacific,Ningbo,,22636,2024-05-03,Mid-Market
C00328,Sarah Martinez,B2C,Consumer,Poland,Europe,Warsaw,,66375,2023-03-22,Consumer
C00329,Diego Tran,B2C,Consumer,Japan,Asia Pacific,Osaka,,77129,2025-05-27,Consumer
C00330,Christopher Brown,B2C,Consumer,Mexico,North America,Mexico City,,33560,2023-12-26,Consumer
C00331,Giulia Muller,B2C,Consumer,India,Asia Pacific,Bengaluru,,71313,2025-08-25,Consumer
C00332,Vertex Depot,B2B,Construction,United States,North America,Dallas,NY,,2025-04-26,Small Business
C00333,Metro Supply Co.,B2B,Government,China,Asia Pacific,Shanghai,,65351,2024-07-21,Mid-Market
C00334,Atlas Supply Co.,B2B,Technology,Colombia,Latin America,Medellin,,55603,2023-06-25,Mid-Market
C00335,Sterling Trading Co.,B2B,Pharmaceuticals,Canada,North America,Toronto,,60458,2024-01-10,Small Business
C00336,Horizon Enterprises,B2B,Construction,China,Asia Pacific,Ningbo,,79632,2023-04-27,Small Business
C00337,Granite Ventures,B2B,Pharmaceuticals,Canada,North America,Vancouver,,82408,2023-10-16,Enterprise
C00338,Vertex Networks,B2B,Government,Australia,Asia Pacific,Sydney,,35055,2023-07-13,Enterprise
C00339,Coastal Mart,B2B,Pharmaceuticals,Canada,North America,Toronto,,28917,2025-10-30,Mid-Market
C00340,Vantage Logistics,B2B,Food & Beverage,Saudi Arabia,Middle East & Africa,Riyadh,,58206,2023-06-23,Mid-Market
C00341,Joseph Lewis,B2C,Consumer,United States,North America,Dallas,GA,32500,2025-09-02,Consumer
C00342,Bluewave Supply Co.,B2B,Manufacturing,South Africa,Middle East & Africa,Johannesburg,,76531,2024-09-23,Mid-Market
C00343,Matthew Dubois,B2C,Consumer,China,Asia Pacific,Shenzhen,,36816,2025-08-20,Consumer
C00344,Patricia Smith,B2C,Consumer,United Kingdom,Europe,Birmingham,,18151,2023-07-07,Consumer
C00345,Summit Supply Co.,B2B,Consumer Goods,China,Asia Pacific,Ningbo,,44326,2024-01-19,Mid-Market
C00346,Anchor Partners,B2B,Construction,China,Asia Pacific,Shanghai,,63333,2025-04-04,Mid-Market
C00347,Global Systems,B2B,Agriculture,United Arab Emirates,Middle East & Africa,Dubai,,61664,2024-04-07,Mid-Market
C00348,Quantum Industries,B2B,Construction,Canada,North America,Toronto,,74463,2025-01-04,Mid-Market
C00349,Emma Wang,B2C,Consumer,Spain,Europe,Madrid,,44317,2025-04-06,Consumer
C00350,Liam Zhang,B2C,Consumer,Mexico,North America,Mexico City,,70868,2024-06-04,Consumer
C00351,Priya Fischer,B2C,Consumer,Vietnam,Asia Pacific,Ho Chi Minh City,,60718,2025-05-26,Consumer
C00352,Oliver Gonzalez,B2C,Consumer,Mexico,North America,Monterrey,,91343,2025-09-20,Consumer
C00353,Bluewave Wholesale,B2B,Telecommunications,United Kingdom,Europe,Birmingham,,49708,2025-05-20,Small Business
C00354,Liam Patel,B2C,Consumer,France,Europe,Paris,,74531,2023-05-03,Consumer
C00355,Granite Distribution,B2B,Pharmaceuticals,Spain,Europe,Barcelona,,24230,2023-04-04,Mid-Market
C00356,Atlas Wholesale,B2B,Construction,Poland,Europe,Gdansk,,93505,2023-01-14,Mid-Market
C00357,Nova Logistics,B2B,Hospitality,India,Asia Pacific,Chennai,,85022,2023-09-30,Enterprise
C00358,Union Holdings,B2B,Government,Australia,Asia Pacific,Sydney,,96512,2024-02-10,Small Business
C00359,Matthew Robinson,B2C,Consumer,Netherlands,Europe,Amsterdam,,17043,2024-11-08,Consumer
C00360,Frontier Networks,B2B,Hospitality,Germany,Europe,Munich,,71931,2025-10-19,Mid-Market
C00361,Carlos Davis,B2C,Consumer,Egypt,Middle East & Africa,Cairo,,72832,2024-11-11,Consumer
C00362,Skyline Enterprises,B2B,Manufacturing,Mexico,North America,Monterrey,,54243,2024-09-08,Small Business
C00363,Nova Trading Co.,B2B,Retail,Mexico,North America,Mexico City,,38114,2023-03-26,Enterprise
C00364,Atlas Traders,B2B,Energy,United States,North America,Chicago,OH,94317,2024-11-21,Small Business
C00365,Pioneer Logistics,B2B,Telecommunications,Vietnam,Asia Pacific,Ho Chi Minh City,,17089,2024-04-17,Mid-Market
C00366,Mohammed Chen,B2C,Consumer,United Kingdom,Europe,London,,60171,2025-04-22,Consumer
C00367,Silverline Holdings,B2B,Hospitality,India,Asia Pacific,Delhi,,94203,2025-05-30,Mid-Market
C00368,Anchor Mart,B2B,Education,Australia,Asia Pacific,Sydney,,74120,2024-05-30,Mid-Market
C00369,Robert Clark,B2C,Consumer,Mexico,North America,Guadalajara,,56276,2023-11-07,Consumer
C00370,Prime Depot,B2B,Agriculture,Chile,Latin America,Santiago,,,2024-07-11,Small Business
C00371,Sterling Partners,B2B,Hospitality,China,Asia Pacific,Shenzhen,,45186,2025-07-16,Mid-Market
C00372,William Clark,B2C,Consumer,United States,North America,Dallas,FL,17329,2024-04-21,Consumer
C00373,Redwood Distribution,B2B,Consumer Goods,Germany,Europe,Munich,,60741,2023-11-01,Mid-Market
C00374,Horizon Supply Co.,B2B,Pharmaceuticals,United States,North America,Newark,NJ,62345,2023-08-12,Enterprise
C00375,Horizon Depot,B2B,Healthcare,Canada,North America,Vancouver,,57072,2023-01-22,Mid-Market
C00376,Silverline Holdings,B2B,Consumer Goods,Mexico,North America,Mexico City,,98819,2024-09-25,Enterprise
C00377,Crest Partners,B2B,Healthcare,Egypt,Middle East & Africa,Cairo,,56426,2024-06-13,Small Business
C00378,Pinnacle Industries,B2B,Retail,Spain,Europe,Barcelona,,48634,2024-03-14,Enterprise
C00379,Skyline Distribution,B2B,Food & Beverage,Germany,Europe,Munich,,70163,2024-07-08,Mid-Market
C00380,Redwood Networks,B2B,Healthcare,Japan,Asia Pacific,Osaka,,35516,2024-07-14,Mid-Market
C00381,Coastal Mart,B2B,Food & Beverage,France,Europe,Lyon,,69440,2024-02-29,Mid-Market
C00382,Richard Lee,B2C,Consumer,South Africa,Middle East & Africa,Johannesburg,,28661,2023-03-13,Consumer
C00383,Michael Rodriguez,B2C,Consumer,China,Asia Pacific,Shanghai,,57828,2024-12-15,Consumer
C00384,Harbor Wholesale,B2B,Manufacturing,United Kingdom,Europe,Manchester,,46392,2023-10-16,Mid-Market
C00385,Summit Merchants,B2B,Healthcare,France,Europe,Marseille,,64746,2023-12-22,Enterprise
C00386,Pinnacle Logistics,B2B,Agriculture,United Arab Emirates,Middle East & Africa,Abu Dhabi,,40111,2025-08-17,Mid-Market
C00387,Zenith Trading Co.,B2B,Manufacturing,Vietnam,Asia Pacific,Hanoi,,99016,2023-08-10,Mid-Market
C00388,Union Industries,B2B,Food & Beverage,Saudi Arabia,Middle East & Africa,Riyadh,,93872,2023-05-23,Small Business
C00389,Summit Traders,B2B,Healthcare,Canada,North America,Vancouver,,22900,2023-03-18,Mid-Market
C00390,Horizon Systems,B2B,Healthcare,Chile,Latin America,Santiago,,28207,2024-11-16,Enterprise
C00391,Bluewave Traders,B2B,Technology,Australia,Asia Pacific,Sydney,,28899,2023-04-06,Mid-Market
C00392,Coastal Mart,B2B,Construction,United States,North America,Chicago,FL,99138,2023-03-11,Mid-Market
C00393,Nova Networks,B2B,Hospitality,Spain,Europe,Barcelona,,11271,2023-09-23,Mid-Market
C00394,Vertex Enterprises,B2B,Government,Vietnam,Asia Pacific,Ho Chi Minh City,,47173,2025-02-23,Mid-Market
C00395,Beacon Logistics,B2B,Food & Beverage,United States,North America,Dallas,NY,24541,2024-03-23,Enterprise
C00396,Richard Singh,B2C,Consumer,United Kingdom,Europe,Birmingham,,68365,2023-02-17,Consumer
C00397,Atlas Industries,B2B,Telecommunications,China,Asia Pacific,Ningbo,,27404,2025-12-10,Mid-Market
C00398,Sarah Ibrahim,B2C,Consumer,Canada,North America,Montreal,,69662,2025-02-03,Consumer
C00399,Metro Supply Co.,B2B,Energy,Netherlands,Europe,Amsterdam,,15575,2024-12-02,Mid-Market
C00400,Nancy Kumar,B2C,Consumer,France,Europe,Lyon,,56481,2024-02-20,Consumer
C00401,Elizabeth Schmidt,B2C,Consumer,Mexico,North America,Guadalajara,,40766,2024-06-10,Consumer
C00402,Summit Systems,B2B,Automotive,Argentina,Latin America,Buenos Aires,,54178,2025-11-06,Small Business
C00403,Isabella Lopez,B2C,Consumer,Japan,Asia Pacific,Osaka,,48198,2023-11-18,Consumer
C00404,Bluewave Solutions,B2B,Healthcare,Mexico,North America,Mexico City,,20689,2023-08-17,Mid-Market
C00405,Skyline Merchants,B2B,Agriculture,Saudi Arabia,Middle East & Africa,Riyadh,,64196,2023-07-18,Mid-Market
C00406,Summit Retail Group,B2B,Pharmaceuticals,Argentina,Latin America,Buenos Aires,,15260,2024-03-21,Small Business
C00407,Atlas Industries,B2B,Hospitality,United States,North America,Phoenix,FL,37868,2023-04-28,Small Business
C00408,Beacon Enterprises,B2B,Manufacturing,Vietnam,Asia Pacific,Ho Chi Minh City,,19085,2024-06-07,Enterprise
C00409,Horizon Distribution,B2B,Construction,Canada,North America,Montreal,,40068,2023-12-21,Mid-Market
C00410,Crest Ventures,B2B,Government,Saudi Arabia,Middle East & Africa,Jeddah,,37525,2024-05-31,Mid-Market
C00411,Summit Logistics,B2B,Telecommunications,Singapore,Asia Pacific,Singapore,,56671,2024-06-20,Small Business
C00412,Pierre Patel,B2C,Consumer,Australia,Asia Pacific,Melbourne,,34108,2023-12-15,Consumer
C00413,Meridian Wholesale,B2B,Telecommunications,Canada,North America,Montreal,,46412,2025-11-08,Small Business
C00414,Pierre Martinez,B2C,Consumer,Argentina,Latin America,Buenos Aires,,53134,2025-06-02,Consumer
C00415,Noah Chen,B2C,Consumer,Canada,North America,Montreal,,55928,2023-06-05,Consumer
C00416,Summit Import Export,B2B,Energy,Canada,North America,Toronto,,10037,2025-02-16,Small Business
C00417,Prime Partners,B2B,Food & Beverage,Canada,North America,Montreal,,12811,2023-03-07,Mid-Market
C00418,Atlas Depot,B2B,Construction,Singapore,Asia Pacific,Singapore,,49421,2023-12-28,Mid-Market
C00419,Nova Merchants,B2B,Retail,Mexico,North America,Mexico City,,69849,2023-03-19,Mid-Market
C00420,Meridian Import Export,B2B,Hospitality,Chile,Latin America,Santiago,,74174,2024-03-10,Small Business
C00421,Nova Commerce,B2B,Automotive,India,Asia Pacific,Chennai,,73614,2023-08-08,Small Business
C00422,Elizabeth Singh,B2C,Consumer,United States,North America,Dallas,AZ,98725,2024-09-02,Consumer
C00423,Silverline Import Export,B2B,Telecommunications,Mexico,North America,Monterrey,,92690,2024-06-20,Mid-Market
C00424,Metro Logistics,B2B,Consumer Goods,Canada,North America,Toronto,,99509,2024-06-24,Enterprise
C00425,Ironclad Depot,B2B,Food & Beverage,Australia,Asia Pacific,Melbourne,,89614,2023-04-17,Enterprise
C00426,Summit Networks,B2B,Pharmaceuticals,Vietnam,Asia Pacific,Ho Chi Minh City,,92408,2023-04-26,Mid-Market
C00427,Metro Partners,B2B,Automotive,Mexico,North America,Monterrey,,72933,2025-04-15,Enterprise
C00428,Beacon Ventures,B2B,Manufacturing,Brazil,Latin America,Rio de Janeiro,,27238,2023-07-23,Small Business
C00429,Redwood Industries,B2B,Retail,Mexico,North America,Monterrey,,23753,2024-07-01,Mid-Market
C00430,Vantage Enterprises,B2B,Consumer Goods,Australia,Asia Pacific,Melbourne,,72109,2024-09-02,Mid-Market
C00431,Valentina Oliveira,B2C,Consumer,Brazil,Latin America,Rio de Janeiro,,82620,2023-03-15,Consumer
C00432,Beacon Commerce,B2B,Energy,Vietnam,Asia Pacific,Ho Chi Minh City,,52865,2023-05-28,Small Business
C00433,Atlas Import Export,B2B,Hospitality,Australia,Asia Pacific,Melbourne,,34701,2023-01-23,Enterprise
C00434,Horizon Wholesale,B2B,Food & Beverage,Japan,Asia Pacific,Tokyo,,,2025-01-10,Small Business
C00435,Sven Taylor,B2C,Consumer,Canada,North America,Vancouver,,89890,2025-03-09,Consumer
C00436,Silverline Partners,B2B,Hospitality,Canada,North America,Montreal,,12462,2024-04-08,Small Business
C00437,Bluewave Trading Co.,B2B,Pharmaceuticals,Mexico,North America,Mexico City,,29044,2023-04-12,Small Business
C00438,Kwame Moore,B2C,Consumer,Netherlands,Europe,Rotterdam,,10661,2025-11-26,Consumer
C00439,Prime Import Export,B2B,Consumer Goods,India,Asia Pacific,Delhi,,62090,2023-06-21,Small Business
C00440,Harbor Holdings,B2B,Retail,Vietnam,Asia Pacific,Hanoi,,63089,2025-04-15,Enterprise
C00441,Nova Enterprises,B2B,Education,Argentina,Latin America,Buenos Aires,,71924,2023-11-24,Mid-Market
C00442,Daniel Perez,B2C,Consumer,United States,North America,Columbus,TX,21306,2023-08-11,Small Business
C00443,Zenith Retail Group,B2B,Food & Beverage,Japan,Asia Pacific,Osaka,,33272,2023-09-13,Small Business
C00444,Atlas Merchants,B2B,Pharmaceuticals,United States,North America,Chicago,FL,63058,2025-05-13,Small Business
C00445,Redwood Logistics,B2B,Pharmaceuticals,Mexico,North America,Mexico City,,11607,2023-08-09,Mid-Market
C00446,Thomas Ali,B2C,Consumer,Singapore,Asia Pacific,Singapore,,94573,2024-12-10,Consumer
C00447,Mei Silva,B2C,Consumer,Egypt,Middle East & Africa,Cairo,,81626,2023-03-19,Small Business
C00448,Skyline Retail Group,B2B,Manufacturing,Australia,Asia Pacific,Melbourne,,31086,2023-04-02,Mid-Market
C00449,Rahul Nguyen,B2C,Consumer,Canada,North America,Montreal,,84907,2024-05-01,Consumer
C00450,Granite Logistics,B2B,Food & Beverage,Vietnam,Asia Pacific,Ho Chi Minh City,,56452,2025-09-05,Small Business
C00451,Hiroshi Oliveira,B2C,Consumer,United States,North America,Columbus,NJ,90261,2023-09-24,Consumer
C00452,Coastal Wholesale,B2B,Energy,Colombia,Latin America,Medellin,,13252,2024-10-07,Enterprise
C00453,Vertex Logistics,B2B,Healthcare,China,Asia Pacific,Ningbo,,25272,2023-08-19,Mid-Market
C00454,Jessica Johnson,B2C,Consumer,Mexico,North America,Monterrey,,38809,2025-04-30,Consumer
C00455,Yuki Khan,B2C,Consumer,United States,North America,Atlanta,TX,23881,2024-07-18,Consumer
C00456,Joseph Thomas,B2C,Consumer,Canada,North America,Vancouver,,59234,2024-07-22,Consumer
C00457,Richard Lee,B2C,Consumer,South Africa,Middle East & Africa,Cape Town,,80092,2023-06-22,Consumer
C00458,Global Solutions,B2B,Food & Beverage,Poland,Europe,Gdansk,,92729,2024-08-26,Mid-Market
C00459,Frontier Supply Co.,B2B,Government,Japan,Asia Pacific,Osaka,,66477,2023-02-27,Small Business
C00460,Anchor Merchants,B2B,Retail,China,Asia Pacific,Ningbo,,55958,2025-01-12,Enterprise
C00461,Apex Distribution,B2B,Technology,Netherlands,Europe,Rotterdam,,61202,2024-10-11,Mid-Market
C00462,Apex Depot,B2B,Hospitality,United States,North America,Chicago,WA,84821,2025-05-27,Small Business
C00463,Fatima White,B2C,Consumer,Saudi Arabia,Middle East & Africa,Riyadh,,51147,2023-09-16,Consumer
C00464,Daniel Silva,B2C,Consumer,United States,North America,Dallas,IL,71598,2025-09-26,Consumer
C00465,Pinnacle Retail Group,B2B,Manufacturing,France,Europe,Lyon,,90910,2025-07-12,Small Business
C00466,Meridian Traders,B2B,Healthcare,Australia,Asia Pacific,Sydney,,14044,2023-12-04,Mid-Market
C00467,Nova Supply Co.,B2B,Hospitality,Singapore,Asia Pacific,Singapore,,25742,2024-12-31,Small Business
C00468,Bluewave Depot,B2B,Agriculture,Saudi Arabia,Middle East & Africa,Riyadh,,11725,2023-09-16,Small Business
C00469,Prime Trading Co.,B2B,Government,Canada,North America,Toronto,,31404,2025-09-12,Mid-Market
C00470,Vantage Commerce,B2B,Agriculture,France,Europe,Marseille,,65442,2025-05-16,Mid-Market
C00471,Anchor Solutions,B2B,Hospitality,United Kingdom,Europe,London,,57242,2025-12-29,Mid-Market
C00472,Global Holdings,B2B,Retail,United Kingdom,Europe,Birmingham,,29719,2024-01-27,Mid-Market
C00473,Anchor Traders,B2B,Automotive,Mexico,North America,Monterrey,,51435,2025-05-12,Mid-Market
C00474,Ironclad Enterprises,B2B,Technology,Canada,North America,Vancouver,,80025,2025-04-08,Mid-Market
C00475,Vantage Ventures,B2B,Manufacturing,Canada,North America,Montreal,,48808,2024-12-09,Mid-Market
C00476,Pinnacle Logistics,B2B,Education,Canada,North America,Montreal,,46959,2024-03-29,Small Business
C00477,Fatima Cohen,B2C,Consumer,Poland,Europe,Warsaw,,70699,2025-01-16,Consumer
C00478,Harbor Traders,B2B,Pharmaceuticals,Singapore,Asia Pacific,Singapore,,11838,2024-06-11,Mid-Market
C00479,Ironclad Trading Co.,B2B,Technology,Australia,Asia Pacific,Sydney,,12666,2023-07-25,Enterprise
C00480,Meridian Holdings,B2B,Telecommunications,Poland,Europe,Warsaw,,51554,2025-12-10,Mid-Market
C00481,Summit Distribution,B2B,Retail,United Kingdom,Europe,London,,,2024-01-14,Small Business
C00482,Margaret Johnson,B2C,Consumer,Mexico,North America,Guadalajara,,99112,2024-12-10,Consumer
C00483,Michael Martinez,B2C,Consumer,Germany,Europe,Hamburg,,77951,2025-12-12,Consumer
C00484,Meridian Industries,B2B,Manufacturing,Canada,North America,Vancouver,,49332,2025-08-18,Enterprise
C00485,Susan Ali,B2C,Consumer,Mexico,North America,Guadalajara,,71231,2023-03-28,Consumer
C00486,Ava Muller,B2C,Consumer,Poland,Europe,Gdansk,,16423,2025-12-11,Consumer
C00487,Crest Enterprises,B2B,Agriculture,Netherlands,Europe,Rotterdam,,54705,2025-08-13,Mid-Market
C00488,Vertex Depot,B2B,Agriculture,United States,North America,Dallas,IL,11133,2024-04-21,Enterprise
C00489,Ananya Novak,B2C,Consumer,France,Europe,Lyon,,72992,2024-02-05,Consumer
C00490,Silverline Trading Co.,B2B,Manufacturing,Spain,Europe,Barcelona,,16614,2025-12-02,Small Business
C00491,Skyline Industries,B2B,Education,Singapore,Asia Pacific,Singapore,,60088,2023-11-11,Enterprise
C00492,Meridian Commerce,B2B,Consumer Goods,Japan,Asia Pacific,Osaka,,90963,2025-10-06,Small Business
C00493,Arjun Martin,B2C,Consumer,Australia,Asia Pacific,Melbourne,,33851,2023-07-15,Consumer
C00494,Beacon Holdings,B2B,Telecommunications,United States,North America,Atlanta,AZ,15944,2024-12-11,Enterprise
C00495,Beacon Distribution,B2B,Manufacturing,China,Asia Pacific,Shenzhen,,41462,2023-01-02,Mid-Market
C00496,Giulia Lopez,B2C,Consumer,United Kingdom,Europe,Manchester,,28073,2023-08-24,Consumer
C00497,Skyline Traders,B2B,Manufacturing,Spain,Europe,Barcelona,,88307,2025-05-17,Mid-Market
C00498,Atlas Enterprises,B2B,Hospitality,India,Asia Pacific,Mumbai,,24696,2025-01-21,Small Business
C00499,Granite Commerce,B2B,Pharmaceuticals,Germany,Europe,Frankfurt,,88739,2024-03-05,Mid-Market
C00500,Bluewave Retail Group,B2B,Pharmaceuticals,Poland,Europe,Warsaw,,13449,2023-11-05,Small Business
C00501,Vertex Solutions,B2B,Agriculture,India,Asia Pacific,Bengaluru,,14190,2025-10-26,Small Business
C00502,Valentina Martin,B2C,Consumer,Argentina,Latin America,Buenos Aires,,47905,2024-01-17,Consumer
C00503,Silverline Systems,B2B,Construction,Colombia,Latin America,Medellin,,86906,2025-05-20,Small Business
C00504,Metro Wholesale,B2B,Construction,France,Europe,Marseille,,,2024-07-29,Small Business
C00505,Union Holdings,B2B,Healthcare,France,Europe,Marseille,,17780,2025-06-10,Mid-Market
C00506,Frontier Solutions,B2B,Automotive,Japan,Asia Pacific,Tokyo,,,2023-09-27,Mid-Market
C00507,Metro Mart,B2B,Education,Canada,North America,Toronto,,23375,2024-01-15,Mid-Market
C00508,Zenith Commerce,B2B,Energy,China,Asia Pacific,Shanghai,,32535,2023-03-18,Mid-Market
C00509,Harbor Enterprises,B2B,Hospitality,United Kingdom,Europe,London,,40893,2023-05-16,Small Business
C00510,Oliver Silva,B2C,Consumer,Mexico,North America,Guadalajara,,21808,2024-01-16,Small Business
